record_type,source_dataset,source_file,source_row_no,title,normalized_name,country_raw,country_norm,country_iso3,hs_code_raw,hs_code_norm,keywords_raw,keywords_norm,has_contact,contact_name,contact_email,contact_phone,contact_website,valid_until
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,1,싱가포르 바이어가 브랜드 화장품 공급업체를 찾고 계십니다.,,싱가포르,싱가포르,,,,싱가포르 바이어가 브랜드 화장품 공급업체를 찾고 계십니다. | 건강 및 미용 (Health & Beauty),싱가포르 바이어가 브랜드 화장품 공급업체를 찾고 계십니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-31
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,2,싱가포르바이어가 &quot;OEM/ODM 세럼&quot; 제조공급업체를 찾고 계십니다.,,싱가포르,싱가포르,,,,싱가포르바이어가 &quot;OEM/ODM 세럼&quot; 제조공급업체를 찾고 계십니다. | 건강 및 미용 (Health & Beauty),싱가포르바이어가 &quot;oem/odm 세럼&quot; 제조공급업체를 찾고 계십니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-18
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,4,"싱가포르 바이어가 페이스 세럼, 페이스 크림 공급 업체를 찾고 있습니다.",,싱가포르,싱가포르,,,,"싱가포르 바이어가 페이스 세럼, 페이스 크림 공급 업체를 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","싱가포르 바이어가 페이스 세럼, 페이스 크림 공급 업체를 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-01-15
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,6,방글라데시 바이어가 에센셜 오일을 찾고 있습니다,,방글라데시,방글라데시,,,,"방글라데시 바이어가 에센셜 오일을 찾고 있습니다 | 기계, 화학, 고무 및 플라스틱 (Metallurgy, Chemicals, Rubber & Plastics)","방글라데시 바이어가 에센셜 오일을 찾고 있습니다 | 기계, 화학, 고무 및 플라스틱 (metallurgy, chemicals, rubber & plastics)",False,,,,,2024-02-19
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,7,네팔 바이어가 페이셜크림(facial cream) 제품을 찾고 있습니다,,네팔,네팔,,,,네팔 바이어가 페이셜크림(facial cream) 제품을 찾고 있습니다 | 건강 및 미용 (Health & Beauty),네팔 바이어가 페이셜크림(facial cream) 제품을 찾고 있습니다 | 건강 및 미용 (health & beauty),False,,,,,2024-01-10
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,9,사우디아라비아 바이어가 filler 제조사를 찾고 있습니다.,,사우디아라비아,사우디아라비아,,,,사우디아라비아 바이어가 filler 제조사를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),사우디아라비아 바이어가 filler 제조사를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-26
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,12,말레이시아 바이어가 여드름성 피부 및 민감성 피부 개선 제품 공급업체를 찾고 있습니다.,,말레이시아,말레이시아,,,,말레이시아 바이어가 여드름성 피부 및 민감성 피부 개선 제품 공급업체를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),말레이시아 바이어가 여드름성 피부 및 민감성 피부 개선 제품 공급업체를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-18
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,16,"온라인몰을 운영하는 방글라데시 바이어가 리빙, 펫, 건강, 뷰티(Libing, Pet, Health, Beauty)관련된 제품을 찾고 있습니다.",,방글라데시,방글라데시,,,,"온라인몰을 운영하는 방글라데시 바이어가 리빙, 펫, 건강, 뷰티(Libing, Pet, Health, Beauty)관련된 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","온라인몰을 운영하는 방글라데시 바이어가 리빙, 펫, 건강, 뷰티(libing, pet, health, beauty)관련된 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-01-25
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,17,"미국 바이어가 중저가 스킨케어, 헤어케어 제조 업체를 찾고 있습니다.",,미국,미국,,,,"미국 바이어가 중저가 스킨케어, 헤어케어 제조 업체를 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","미국 바이어가 중저가 스킨케어, 헤어케어 제조 업체를 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-01-17
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,19,이란 바이어가 &apos;자가혈소판풍부혈장치료술 키트(PRP(Platelet-Rich Plasma) kit)&apos; 공급업체를 찾고 있습니다.,,이란,이란,,,,이란 바이어가 &apos;자가혈소판풍부혈장치료술 키트(PRP(Platelet-Rich Plasma) kit)&apos; 공급업체를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),이란 바이어가 &apos;자가혈소판풍부혈장치료술 키트(prp(platelet-rich plasma) kit)&apos; 공급업체를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-21
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,20,미국 바이어가 &apos;에세틱샵용 프로페셔널 스킨케어 라인&apos; 제품을 찾고 있습니다.,,미국,미국,,,,미국 바이어가 &apos;에세틱샵용 프로페셔널 스킨케어 라인&apos; 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty),미국 바이어가 &apos;에세틱샵용 프로페셔널 스킨케어 라인&apos; 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-14
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,21,영국 바이어가 &apos;아이크림세럼 30ml &apos; 제품을 찾고 있습니다.,,영국,영국,,,,영국 바이어가 &apos;아이크림세럼 30ml &apos; 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty),영국 바이어가 &apos;아이크림세럼 30ml &apos; 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-24
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,22,"잠비아 바이어가 썬크림, 스킨케어 제품 등을 찾습니다.",,잠비아,잠비아,,,,"잠비아 바이어가 썬크림, 스킨케어 제품 등을 찾습니다. | 건강 및 미용 (Health & Beauty)","잠비아 바이어가 썬크림, 스킨케어 제품 등을 찾습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-01-23
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,23,이집트 바이어가 동결건조주사 (Lyophilized Injection) 제조사를 찾습니다.,,이집트,이집트,,,,이집트 바이어가 동결건조주사 (Lyophilized Injection) 제조사를 찾습니다. | 건강 및 미용 (Health & Beauty),이집트 바이어가 동결건조주사 (lyophilized injection) 제조사를 찾습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-29
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,26,미국바이어가 피부관리기구/기기 (Skincare tool &amp; Device) 제조공급업체를 찾고 계십니다.,,미국,미국,,,,미국바이어가 피부관리기구/기기 (Skincare tool &amp; Device) 제조공급업체를 찾고 계십니다. | 건강 및 미용 (Health & Beauty),미국바이어가 피부관리기구/기기 (skincare tool &amp; device) 제조공급업체를 찾고 계십니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-02
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,27,"싱가포르 바이어가 미용에 활용되는 리도카인 (Llidocaine) 국소마취제품(크림,젤,스프레이타입, anesthesia numbing cream/gel/spray)을 찾고 있습니다.",,싱가포르,싱가포르,,,,"싱가포르 바이어가 미용에 활용되는 리도카인 (Llidocaine) 국소마취제품(크림,젤,스프레이타입, anesthesia numbing cream/gel/spray)을 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","싱가포르 바이어가 미용에 활용되는 리도카인 (llidocaine) 국소마취제품(크림,젤,스프레이타입, anesthesia numbing cream/gel/spray)을 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-02-02
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,28,캐나다 바이어가 스킨케어 클린징 워터(Cleansing) 제품을 찾고 있습니다.,,캐나다,캐나다,,,,캐나다 바이어가 스킨케어 클린징 워터(Cleansing) 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty),캐나다 바이어가 스킨케어 클린징 워터(cleansing) 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-26
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,32,미얀마 바이어가 흉터 연고 (Scar Gel or Cream)를 찾고 있습니다.,,미얀마,미얀마,,,,미얀마 바이어가 흉터 연고 (Scar Gel or Cream)를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),미얀마 바이어가 흉터 연고 (scar gel or cream)를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-01-31
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,33,"이란 바이어가 병원용 양압기(CPAP, BiPAP),  산소발생기 (Oxygen Concentrator)공급사를 찾고 있습니다.",,이란,이란,,,,"이란 바이어가 병원용 양압기(CPAP, BiPAP),  산소발생기 (Oxygen Concentrator)공급사를 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","이란 바이어가 병원용 양압기(cpap, bipap),  산소발생기 (oxygen concentrator)공급사를 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-02-29
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,34,이란  바이어가 얼굴과 바디용 필러 및 보톡스 (Filler and Botox) 공급사를 찾고 있습니다.,,이란,이란,,,,이란  바이어가 얼굴과 바디용 필러 및 보톡스 (Filler and Botox) 공급사를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),이란  바이어가 얼굴과 바디용 필러 및 보톡스 (filler and botox) 공급사를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-29
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,35,"미국 바이어가 페이셜 모이스쳐라이저/세럼(Moisturizer/Serum), 토너 패드(Toner Pads), 멀티밤 스틱(Multi Balm Stick) 제품을 찾고 있습니다.",,미국,미국,,,,"미국 바이어가 페이셜 모이스쳐라이저/세럼(Moisturizer/Serum), 토너 패드(Toner Pads), 멀티밤 스틱(Multi Balm Stick) 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","미국 바이어가 페이셜 모이스쳐라이저/세럼(moisturizer/serum), 토너 패드(toner pads), 멀티밤 스틱(multi balm stick) 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-02-08
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,37,미국 바이어가 &apos;글라스네일 샤이너 (glass nail polisher)&apos;제품을 찾고 있습니다.,,미국,미국,,,,미국 바이어가 &apos;글라스네일 샤이너 (glass nail polisher)&apos;제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty),미국 바이어가 &apos;글라스네일 샤이너 (glass nail polisher)&apos;제품을 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-02
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,38,미국 바이어기 분자 하이드로겐 스킨케어제품 (Molecular Hydrogen Skincare Product) 제조공급사를 찾고 계십니다.,,미국,미국,,,,미국 바이어기 분자 하이드로겐 스킨케어제품 (Molecular Hydrogen Skincare Product) 제조공급사를 찾고 계십니다. | 건강 및 미용 (Health & Beauty),미국 바이어기 분자 하이드로겐 스킨케어제품 (molecular hydrogen skincare product) 제조공급사를 찾고 계십니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-09
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,39,"미국바이어가 마이크로니들패치, 페이셜마스크팩 (Microneedling &amp; Facial Sheet Mask) 제조공급업체를 찾고 계십니다.",,미국,미국,,,,"미국바이어가 마이크로니들패치, 페이셜마스크팩 (Microneedling &amp; Facial Sheet Mask) 제조공급업체를 찾고 계십니다. | 건강 및 미용 (Health & Beauty)","미국바이어가 마이크로니들패치, 페이셜마스크팩 (microneedling &amp; facial sheet mask) 제조공급업체를 찾고 계십니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-02-14
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,40,아랍에미리트 바이어가 치과용 임플란트 (Implant) 제조 공급업체를 찾고 계십니다.,,아랍에미리트,아랍에미리트,,,,아랍에미리트 바이어가 치과용 임플란트 (Implant) 제조 공급업체를 찾고 계십니다. | 건강 및 미용 (Health & Beauty),아랍에미리트 바이어가 치과용 임플란트 (implant) 제조 공급업체를 찾고 계십니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-26
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,41,"싱가포르 바이어가 유자 주스, 껍질(Yuzu juice, peels) 공급 업체를 찾고 있습니다.",,싱가포르,싱가포르,,,,"싱가포르 바이어가 유자 주스, 껍질(Yuzu juice, peels) 공급 업체를 찾고 있습니다. | 농업 및 식품 (Agriculture & Food)","싱가포르 바이어가 유자 주스, 껍질(yuzu juice, peels) 공급 업체를 찾고 있습니다. | 농업 및 식품 (agriculture & food)",False,,,,,2024-02-08
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,42,"미얀마 바이어가 현지 병원에 납품가능한 혁신 체외진단 의료기기 제품(IVD, In vitro Diagnostic)을 찾고 있습니다.",,미얀마,미얀마,,,,"미얀마 바이어가 현지 병원에 납품가능한 혁신 체외진단 의료기기 제품(IVD, In vitro Diagnostic)을 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","미얀마 바이어가 현지 병원에 납품가능한 혁신 체외진단 의료기기 제품(ivd, in vitro diagnostic)을 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-02-09
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,48,브라질 바이어가 색조 메이크업 제품을 찾고 있습니다.,,브라질,브라질,,,,브라질 바이어가 색조 메이크업 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty),브라질 바이어가 색조 메이크업 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-14
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,52,"미국바이어가 마이크로니들링 앰플 (브라이트닝, 엑소좀, 발모,  EFG 펩타이드 링클케어, 스템 셀, 여드름 감소, 비타민 C, 히알루론 액시드용) 제조공급업체를 찾고 계십니다.",,미국,미국,,,,"미국바이어가 마이크로니들링 앰플 (브라이트닝, 엑소좀, 발모,  EFG 펩타이드 링클케어, 스템 셀, 여드름 감소, 비타민 C, 히알루론 액시드용) 제조공급업체를 찾고 계십니다. | 건강 및 미용 (Health & Beauty)","미국바이어가 마이크로니들링 앰플 (브라이트닝, 엑소좀, 발모,  efg 펩타이드 링클케어, 스템 셀, 여드름 감소, 비타민 c, 히알루론 액시드용) 제조공급업체를 찾고 계십니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-02-26
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,53,독일 바이어가 &apos;CPNP 인증 획득한 가정용 매니큐어(Nail polish with CPNP for home usage only)&apos; 제품 찾고 있습니다.,,독일,독일,,,,독일 바이어가 &apos;CPNP 인증 획득한 가정용 매니큐어(Nail polish with CPNP for home usage only)&apos; 제품 찾고 있습니다. | 건강 및 미용 (Health & Beauty),독일 바이어가 &apos;cpnp 인증 획득한 가정용 매니큐어(nail polish with cpnp for home usage only)&apos; 제품 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-04-12
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,54,미얀마 바이어가 치과용 주사침 (Dental Needle) 공급사를 찾고 있습니다.,,미얀마,미얀마,,,,미얀마 바이어가 치과용 주사침 (Dental Needle) 공급사를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),미얀마 바이어가 치과용 주사침 (dental needle) 공급사를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-27
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,55,몽골 바이어가 외과용 일회용  PPH Stapler의 공급사를 찾고 있습니다.,,몽골,몽골,,,,몽골 바이어가 외과용 일회용  PPH Stapler의 공급사를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),몽골 바이어가 외과용 일회용  pph stapler의 공급사를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-03-29
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,56,몽골 바이어가  병원 납품용 스킨 부스터 (Skin booster)공급사를 찾고 있습니다.,,몽골,몽골,,,,몽골 바이어가  병원 납품용 스킨 부스터 (Skin booster)공급사를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),몽골 바이어가  병원 납품용 스킨 부스터 (skin booster)공급사를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-02-22
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,57,독일 바이어가 &apos;CPNP 인증 획득한 메이크업 브랜드(Make up brand with CPNP)&apos; 제품을 찾고 있습니다.,,독일,독일,,,,독일 바이어가 &apos;CPNP 인증 획득한 메이크업 브랜드(Make up brand with CPNP)&apos; 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty),독일 바이어가 &apos;cpnp 인증 획득한 메이크업 브랜드(make up brand with cpnp)&apos; 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-04-30
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,59,베트남 바이어가 일반 여성용 생리대 공급업체를 찾고 있습니다.,,베트남,베트남,,,,베트남 바이어가 일반 여성용 생리대 공급업체를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),베트남 바이어가 일반 여성용 생리대 공급업체를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-07-30
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,61,미국 바이어가 KF94 마스크 공급업체를 찾고 있습니다.,,미국,미국,,,,미국 바이어가 KF94 마스크 공급업체를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),미국 바이어가 kf94 마스크 공급업체를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-03-04
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,62,뉴질랜드 바이어가 클렌징 패드를  프라이빗 라벨로  공급 가능한  기업을 찾습니다.,,뉴질랜드,뉴질랜드,,,,뉴질랜드 바이어가 클렌징 패드를  프라이빗 라벨로  공급 가능한  기업을 찾습니다. | 건강 및 미용 (Health & Beauty),뉴질랜드 바이어가 클렌징 패드를  프라이빗 라벨로  공급 가능한  기업을 찾습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-03-12
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,63,"싱가포르 소규모 유통바이어가 화이트닝, 안티에이징(Whitening, Anti-aging) 기능성 스킨케어 제품을 찾고 있습니다.",,싱가포르,싱가포르,,,,"싱가포르 소규모 유통바이어가 화이트닝, 안티에이징(Whitening, Anti-aging) 기능성 스킨케어 제품을 찾고 있습니다. | 건강 및 미용 (Health & Beauty)","싱가포르 소규모 유통바이어가 화이트닝, 안티에이징(whitening, anti-aging) 기능성 스킨케어 제품을 찾고 있습니다. | 건강 및 미용 (health & beauty)",False,,,,,2024-03-07
buyer_candidate,중소벤처기업진흥공단_GoBizKorea구매오퍼,해외바이어구매오퍼_20241231,65,말레이시아 바이어가 기초 스킨케어 제품(Basic skincare products) 공급자를 찾고 있습니다.,,말레이시아,말레이시아,,,,말레이시아 바이어가 기초 스킨케어 제품(Basic skincare products) 공급자를 찾고 있습니다. | 건강 및 미용 (Health & Beauty),말레이시아 바이어가 기초 스킨케어 제품(basic skincare products) 공급자를 찾고 있습니다. | 건강 및 미용 (health & beauty),False,,,,,2024-03-07
